iteration,time_seconds,compliance,volume_fraction,change,time_fe_assembly,time_fe_solve,time_filter,time_optimizer
1,0.4900041,1027.43233659994,0.5,0.2,0.0498795,0.0580655,0.0361339,0.3327427
2,0.9661309,585.637690171326,0.49985757278881,0.2,0.051502,0.0542684,0.0313604,0.3259937
3,1.415483,422.732976337035,0.499853375704344,0.2,0.0436903,0.0541584,0.0310362,0.3104081
4,1.9084802,359.882310825125,0.500080648187877,0.2,0.0453217,0.0564778,0.0348379,0.3436787
5,2.3708873,343.273261759158,0.500069829433988,0.156085075024584,0.0435667,0.0501294,0.0330896,0.3185421
6,2.8236171,333.032757529558,0.499928428683718,0.193945796834853,0.0388023,0.050847,0.0295073,0.3224776
7,3.2704584,325.736100769288,0.50006141061983,0.141157351699078,0.0417498,0.049703,0.0296006,0.3187342
8,3.7575711,319.607963273206,0.499859099421381,0.171910527700675,0.0401313,0.0542291,0.0291841,0.3568416
9,4.2670533,314.01522805977,0.500017571637921,0.14302435767899,0.0483098,0.0582222,0.0319171,0.3614926
10,4.7788348,308.883566633779,0.499867965987285,0.146710379103048,0.0463347,0.059405,0.0309689,0.3653916
11,5.2770915,303.390327347863,0.500099725317746,0.180991842748392,0.0471563,0.053802,0.0310102,0.3572717
12,5.7943792,298.655592531033,0.499908230733406,0.154132783323101,0.0465845,0.0586191,0.0329374,0.3707459
13,6.279894,293.898196590902,0.500173186042601,0.183148453351705,0.0513569,0.0529256,0.0333701,0.3401618
14,6.7318355,289.5430224801,0.500205402010836,0.17314178708606,0.0425931,0.050295,0.0299295,0.3207512
15,7.1966721,285.186939433588,0.500046499322745,0.185935776151431,0.0395625,0.0489417,0.0296406,0.3392615
16,7.6488361,280.308092742382,0.500167747070544,0.2,0.0403256,0.0511514,0.0292448,0.3246086
17,8.1022119,275.713618186581,0.499943758294769,0.2,0.0418087,0.0494655,0.0288712,0.3258179
18,8.5861663,271.334420305964,0.499913816033842,0.2,0.0398583,0.0515242,0.0291386,0.3547192
19,9.0557943,267.253004332758,0.499949643968504,0.2,0.0399146,0.0504045,0.0306548,0.3422444
20,9.5845536,263.499525259098,0.500017852200571,0.2,0.0382499,0.0541222,0.0311085,0.3961176
21,10.0707305,260.043116712038,0.499971826474144,0.2,0.0424974,0.0631976,0.0342358,0.3388807
22,10.5805942,256.616367056487,0.499940366059717,0.2,0.0427366,0.056707,0.0305215,0.3709896
23,11.0757797,253.153241757492,0.499931652879941,0.2,0.0480094,0.0641474,0.0313777,0.3414536
24,11.5913246,249.65354557117,0.499983154385816,0.2,0.0413007,0.053153,0.0320419,0.3817623
25,12.1387153,246.469089053303,0.499996306823232,0.2,0.0485083,0.0671018,0.0372731,0.3839304
26,12.6946506,244.037700665136,0.499981359894471,0.2,0.0515869,0.0607596,0.0329291,0.3989951
27,13.2675591,242.298685607536,0.499993749695754,0.2,0.0518778,0.0645502,0.0409875,0.4044376
28,13.7702014,241.154149983927,0.499970802322766,0.2,0.044973,0.0566398,0.0325433,0.3608698
29,14.2184367,240.408140679558,0.499968143931508,0.2,0.0401621,0.0511231,0.029527,0.3202089
30,14.6807842,239.830523871693,0.499991042179459,0.2,0.0385199,0.0532786,0.0307879,0.3310744
31,15.1739267,239.369560859817,0.499982951713606,0.2,0.0382574,0.0556167,0.031542,0.3550074
32,15.6545444,238.972935096648,0.500008835059473,0.172337390889248,0.0443465,0.0608321,0.0297912,0.3371544
33,16.1282095,238.686918557935,0.499990965497955,0.186040057058945,0.0386233,0.0542905,0.0298334,0.342158
34,16.5683337,238.438506269147,0.499984352674938,0.196939140199627,0.0400774,0.0526585,0.0298466,0.3109265
35,17.0335091,238.2015914425,0.500008114495417,0.2,0.0400161,0.0573403,0.0291808,0.3323006
36,17.4790106,238.003419659623,0.500002219053049,0.2,0.0409316,0.0516628,0.0289769,0.3175064
37,17.9361501,237.810571863973,0.500027008401267,0.2,0.0390106,0.0594766,0.0291818,0.3221384
38,18.3853071,237.671920461783,0.500020308845253,0.140086396985371,0.0400734,0.0552682,0.0301756,0.3168916
39,18.8283395,237.554701713048,0.500016134683494,0.148795224859486,0.0376507,0.0516943,0.0291527,0.3178553
40,19.2731101,237.443158284515,0.500020380193518,0.154467932836669,0.038544,0.0550227,0.0295082,0.3152287
41,19.7401838,237.358613561398,0.499991464933554,0.159698728308695,0.0412873,0.0621986,0.0308317,0.3260906
42,20.2253733,237.262460357574,0.499993854756989,0.164823631178721,0.0420953,0.0560507,0.0315254,0.3477364
43,20.7012872,237.163426153739,0.500011055751457,0.172101646980157,0.0428848,0.0566565,0.0316802,0.3351218
44,21.148787,237.087122888966,0.499996373818193,0.185530889862336,0.0436907,0.0553226,0.0299342,0.311745
45,21.5989915,237.01047917932,0.499994167133392,0.181427673972936,0.0375623,0.0580363,0.0308307,0.3143845
46,22.0615102,236.954229852538,0.499979424896545,0.11439828781399,0.0408018,0.0551836,0.0287704,0.3313085
47,22.5229123,236.898592416939,0.499984506244989,0.102298125932106,0.0473275,0.0592177,0.0322844,0.3144656
48,22.9651138,236.834916971201,0.500013191098757,0.104849508965815,0.0441831,0.0575415,0.0282595,0.30567
49,23.4101386,236.803245489191,0.499991314674191,0.110619339546161,0.0374409,0.055213,0.0319722,0.3112869
50,23.891707,236.75026664828,0.500010344498862,0.112873057313037,0.0399948,0.0591523,0.0429649,0.3285306
51,24.3431436,236.718785559059,0.499994729740608,0.117235997415387,0.0393663,0.053717,0.0297929,0.3219456
52,24.8299335,236.683473992628,0.499988373844845,0.121169021188375,0.0421089,0.0600841,0.0316443,0.3433674
53,25.3019097,236.646750962379,0.499986850826598,0.123342379795324,0.0367218,0.0513386,0.0276608,0.3498321
54,25.8127765,236.604986880993,0.499995350293135,0.125568053078015,0.0395813,0.0583093,0.0321545,0.371565
55,26.333993,236.559770090124,0.500011055534745,0.128960503124496,0.0457261,0.0558929,0.0349953,0.3771131
56,26.8336544,236.527990148728,0.500004097141882,0.145519773510113,0.0412968,0.0521122,0.0292678,0.3642219
57,27.3562021,236.488242580738,0.500011565524193,0.141537667957431,0.0386947,0.0583902,0.0375553,0.3750686
58,27.8224883,236.466977408393,0.49999087532508,0.145808697945008,0.0423624,0.0533144,0.0303345,0.3323194
59,28.2713645,236.433050358596,0.499998912362699,0.141151771143711,0.0380953,0.0503715,0.0276406,0.3253191
60,28.7163789,236.410729617851,0.49999407694029,0.138367152023777,0.0426405,0.0528585,0.0288917,0.3141103
61,29.2414843,236.38244460176,0.50000618493241,0.0778378079369028,0.0435072,0.0548302,0.0293654,0.3908636
62,29.7105021,236.363400296677,0.500006523325608,0.0747633342151411,0.0413511,0.052415,0.0327754,0.3354102
63,30.1471095,236.346054859833,0.500005062492427,0.071029329467448,0.0363907,0.051232,0.032145,0.3096755
64,30.5883122,236.328407079233,0.500004958471894,0.0739112777212505,0.037464,0.0499642,0.0290373,0.3155681
65,31.0328953,236.311611660559,0.500004334091816,0.0713966500327057,0.0399199,0.0545399,0.0306424,0.3120966
66,31.5761914,236.294889136868,0.500004474225486,0.0723921085770847,0.0397577,0.0549209,0.034059,0.4039169
67,32.0406805,236.27810510508,0.500005572695634,0.0704677057464456,0.0399001,0.0553523,0.0331119,0.3249393
68,32.4719648,236.259991296224,0.500009482031247,0.0710768127267973,0.0372925,0.0495351,0.0281288,0.3095036
69,32.9088654,236.256228323103,0.499988950134009,0.0726687908975086,0.0378995,0.0493198,0.0295953,0.3130238
70,33.3527185,236.23507185904,0.499999103977249,0.0739726069420994,0.037869,0.0494667,0.030157,0.3191821
71,33.8229537,236.21321588813,0.500010792504515,0.0745866140997609,0.0401041,0.0511633,0.0293502,0.3429563
72,34.3171831,236.204386402082,0.500000046757464,0.0758702368150815,0.0403139,0.0716421,0.031482,0.3409637
73,34.7644937,236.192854954685,0.499994233362636,0.0776439974993272,0.0419935,0.0585198,0.0299685,0.3088814
74,35.2009309,236.178870470557,0.499992878053007,0.0795369663310844,0.0384481,0.0520316,0.0295249,0.3092912
75,35.6385468,236.162548696846,0.499995655189844,0.0812692002379312,0.0380999,0.0496365,0.0321193,0.3106667
76,36.083013,236.145129941331,0.50000054318619,0.0829454765517578,0.037357,0.0536751,0.031094,0.3139549
77,36.5508428,236.124419919896,0.500011081418321,0.083045451222751,0.0388948,0.0663177,0.0414394,0.310199
78,36.991328,236.114480192797,0.500002895383168,0.0846776244360443,0.0429797,0.0518807,0.0290666,0.3095116
79,37.4540085,236.100954829207,0.500000918976079,0.0938047243903843,0.0425198,0.0560406,0.0302142,0.326802
80,37.8882657,236.083251816475,0.50000600345848,0.102777019484245,0.0400256,0.0505772,0.0294231,0.3073733
81,38.3234072,236.07588384591,0.499993142889086,0.104461081825655,0.0379948,0.0517364,0.02806,0.3102915
82,38.7607073,236.054280295576,0.500005601944232,0.098896122542891,0.0385445,0.0539233,0.0291141,0.3089122
83,39.2013073,236.04750794102,0.499993761181457,0.102191614596351,0.0393463,0.0515718,0.0291657,0.3136725
84,39.6531621,236.028707200389,0.500003818814996,0.103357826029717,0.0373193,0.0497498,0.0332727,0.321524
85,40.1333672,236.012855810605,0.500010129565496,0.0955288065662026,0.0430105,0.0528462,0.03763,0.3364282
86,40.6276994,236.013057376766,0.499990443715662,0.0988379779688229,0.0385103,0.0518894,0.0312125,0.3648523
87,41.1517972,235.992510464335,0.500008641491484,0.0966344532030767,0.0410885,0.0533043,0.0381997,0.382002
88,41.6699286,235.990409130569,0.49999674367001,0.0962505905179065,0.0409633,0.0538972,0.0318731,0.3807794
89,42.1712683,235.980334171301,0.500000060972852,0.0610369907168643,0.0396173,0.0595579,0.0320429,0.363243
90,42.7048217,235.974381220895,0.499997541531548,0.0610116748475708,0.0428664,0.0587023,0.0339244,0.3907299
91,43.2636063,235.969550108492,0.499993480427859,0.065038834510349,0.0493152,0.0626705,0.0319827,0.4039694
92,43.729633,235.954818352332,0.500006930637973,0.0642262726397814,0.0478437,0.0595566,0.0312842,0.3201612
93,44.1686528,235.952685100834,0.49999874577657,0.0669096383262834,0.0378717,0.0521493,0.028844,0.3125656
94,44.6096628,235.941664772224,0.500006445763667,0.0660592648043939,0.0413544,0.0502604,0.0296134,0.3130511
95,45.0705886,235.942449787028,0.499993844768258,0.0674714353904553,0.0365428,0.0479914,0.0302839,0.3393589
