iteration,time_seconds,compliance,volume_fraction,change,time_fe_assembly,time_fe_solve,time_filter,time_optimizer
149,94.4560347,235.119755659412,0.499997357834709,0.0900162355923573,0.0426008,0.0512364,0.0309389,0.4567769
150,95.0494019,235.113549728166,0.499997376273657,0.0881562642521111,0.0514044,0.057049,0.0386765,0.43715
151,95.6280455,235.107421269165,0.499997426488715,0.0881980727850603,0.0474079,0.058183,0.0346115,0.4293636
152,96.2546736,235.101489284817,0.499997476780575,0.0883477322324356,0.0537747,0.0652233,0.0371571,0.4639405
153,96.8741261,235.095571999656,0.4999975219893,0.0874859001170918,0.0422725,0.0559113,0.0323783,0.4811331
154,97.541645,235.089789994783,0.499997577436296,0.0877854246681343,0.0608869,0.0680562,0.0446036,0.4819333
155,98.1057766,235.084220390282,0.499997618478492,0.0885346031544121,0.0453487,0.0596098,0.033174,0.4183263
156,98.6468695,235.078634767002,0.499997629507227,0.0884153662584302,0.040874,0.0506926,0.0303629,0.4117408
157,99.188523,235.073101279792,0.499997645897023,0.0871631483469666,0.0447011,0.0515262,0.0320853,0.4050401
158,99.7475792,235.067697339879,0.49999767607907,0.0872649003191019,0.0434821,0.0520452,0.0325463,0.4229901
159,100.2910301,235.062259308291,0.499997703207925,0.0858307938221239,0.0422574,0.0536995,0.0320406,0.4089982
160,100.8795072,235.056890176122,0.499997717507158,0.0849690173765791,0.0508598,0.0525895,0.0327096,0.4440327
161,101.4356199,235.0516452042,0.49999773201667,0.0829853874577977,0.0382272,0.0487965,0.0383837,0.4208235
162,101.996294,235.046350792529,0.49999776418884,0.0847400109050674,0.0408821,0.0536562,0.0305541,0.4288763
163,102.5788069,235.041137688877,0.499997780943359,0.0826650481002678,0.0435845,0.0518916,0.0311583,0.4495514
164,103.1517447,235.036059658689,0.499997804971605,0.0829287162926639,0.0382957,0.0481176,0.0305611,0.4465378
165,103.8474879,235.030936984285,0.499997824903693,0.0826138912250947,0.0609149,0.1033208,0.0479742,0.4727928
166,104.5493,235.025873047027,0.499997846122827,0.0818587204154864,0.0572399,0.1436852,0.0437855,0.4497957
167,105.1177477,235.020943543485,0.499997868095223,0.0816330797642814,0.0446158,0.0521943,0.0292895,0.4359672
168,105.6859199,235.01596653559,0.499997889979697,0.081270040933407,0.044742,0.0547581,0.0336972,0.4263823
169,106.3248904,235.01104503044,0.499997902941579,0.0826024823752278,0.0519099,0.066581,0.0371314,0.4750532
170,106.9151382,235.006243474368,0.499997920865557,0.0827581843029326,0.048989,0.0607564,0.0352236,0.4360669
171,107.4695846,235.00140359778,0.499997958990449,0.0810847625611266,0.0453026,0.0520068,0.0303941,0.4202742
172,108.0215234,234.996656075565,0.499997983137679,0.0794539653005607,0.043273,0.0529308,0.0309155,0.4185968
173,108.6473722,234.992034908957,0.499997974685857,0.0811960485159797,0.0568662,0.0666895,0.0353286,0.4592386
174,109.1887289,234.98732351169,0.499997991929929,0.0786875959349241,0.042738,0.0517051,0.0321544,0.4082848
175,109.7668209,234.982667120351,0.499998012656643,0.0801566406053776,0.0401057,0.0802549,0.0370916,0.4129793
176,110.4035384,234.978128963577,0.49999800986029,0.0812154696228622,0.0433749,0.056752,0.0317811,0.4968892
177,110.9851159,234.973496571767,0.499998019770738,0.0808805424568713,0.0441644,0.0559795,0.0347635,0.4397298
