iteration,time_seconds,compliance,volume_fraction,change,beta,time_fe_assembly,time_fe_solve,time_filter,time_optimizer
38,25.613571,234.947406071193,0.499920945484537,0.169284405140152,1,0.0539955,0.0643445,0.0428249,0.5088053
39,26.2309601,234.779486857607,0.49993793650149,0.172033591043133,1,0.0488764,0.0579062,0.0346038,0.4684957
40,26.8804873,234.643612995811,0.499948812309003,0.167377408526267,1,0.0478909,0.0592466,0.035415,0.4994836
41,27.492557,234.529103400485,0.499956967703387,0.173563467539335,1,0.0516126,0.0614305,0.0386125,0.4499483
42,28.1006612,234.433198290363,0.499964395514767,0.157422250486571,1,0.047655,0.0591956,0.0379824,0.4523079
43,28.7098084,234.35230171122,0.499969145214568,0.166447518153038,1,0.049907,0.0566401,0.0390688,0.4555995
44,29.3097363,234.281911193007,0.49997290785752,0.154558143125752,1,0.0466276,0.0603313,0.0370002,0.4478357
45,29.9149977,234.218782732989,0.499975781734895,0.159974522687611,1,0.0496312,0.060467,0.0390784,0.4484254
46,30.5513151,234.162370564465,0.499978841820471,0.164194158694487,1,0.0495549,0.062493,0.0367016,0.479928
47,31.230258,234.113544230764,0.499981678235844,0.152007175659461,1,0.0494103,0.0617814,0.0391068,0.5166951
48,31.9086295,234.070567366778,0.499983298725102,0.157446994312909,1,0.0515431,0.0683511,0.0479934,0.4952206
49,32.6248127,234.030582311661,0.499984221246684,0.143413649839226,1,0.0528292,0.0786778,0.0437369,0.5278551
50,33.3554981,233.993035354936,0.499985509401555,0.147303955064121,1,0.0676814,0.0695661,0.0499733,0.5332739
51,34.0027012,226.395092555511,0.502476442877836,0.146493970395728,2,0.0517689,0.0613236,0.0419626,0.4825335
52,34.6682085,227.982852374575,0.499946195095165,0.173192353034478,2,0.0582917,0.0684227,0.0443329,0.4850597
53,35.3753591,227.905665008642,0.499961932132532,0.164889203902319,2,0.0532661,0.0657689,0.0391844,0.5403511
54,36.106522,227.861589819282,0.499978125187306,0.155885408255544,2,0.0553192,0.0627587,0.0413065,0.5622855
55,36.9227128,227.82338552598,0.499983309887175,0.145079818450475,2,0.0687195,0.0733247,0.0537559,0.6100268
56,37.6070321,227.791725222592,0.499986222019784,0.141992142524616,2,0.0553249,0.0643787,0.0422734,0.5136089
57,38.3290808,227.762125264366,0.499987074810409,0.136152220908007,2,0.051485,0.0654001,0.0432614,0.5504835
58,39.0441705,227.733570891186,0.499987471947955,0.14211248753851,2,0.0516409,0.0679129,0.043649,0.5424934
59,39.7772864,227.705918380915,0.49998780601507,0.144379477191192,2,0.048719,0.0677542,0.042879,0.5646336
60,40.5393679,227.679162924081,0.499988317165486,0.145347281496937,2,0.0531896,0.0623307,0.0414432,0.5968019
61,41.2682686,227.653579933716,0.499988923872918,0.13701589458015,2,0.051444,0.062682,0.0411574,0.5608337
62,42.0359461,227.629455059293,0.4999896489282,0.13207223585717,2,0.0508928,0.0637074,0.0388045,0.6056758
63,42.7633325,227.606657205073,0.499990073436368,0.135680124432159,2,0.0625617,0.076524,0.0470785,0.5277681
64,43.4483152,227.585126910543,0.499990555585372,0.130185252514687,2,0.0507563,0.0613458,0.039888,0.5233105
65,44.1167015,227.564663233353,0.499990941361864,0.128042622513326,2,0.0518969,0.0604517,0.0364388,0.5120017
66,44.880522,227.544982479319,0.499991255042417,0.127521273097148,2,0.0578804,0.0762674,0.0476164,0.5681324
67,45.558939,227.525921494701,0.499991474120692,0.124157035296918,2,0.0578764,0.0692467,0.042798,0.4980101
68,46.2077836,227.507409001398,0.499991669019135,0.122014617268152,2,0.0542099,0.0605641,0.0383637,0.4876091
69,46.8762921,227.489297635014,0.499991863442579,0.122076521119824,2,0.0529456,0.0571302,0.0384236,0.512201
70,47.5427504,227.471598157776,0.499992033050428,0.122212489156667,2,0.0518897,0.0618607,0.0371367,0.5079399
71,48.2100064,227.454163153444,0.499992121067908,0.122660968068197,2,0.0524475,0.0646187,0.0403642,0.5016494
72,48.884346,227.437091459427,0.499992346658915,0.119939398098416,2,0.0514845,0.0646006,0.0383594,0.5083558
73,49.5394568,227.420553990505,0.499992563639123,0.115615429058487,2,0.0548584,0.0626897,0.0415766,0.4879661
74,50.1931852,227.40441453951,0.499992717054809,0.116299363480969,2,0.0523607,0.0653382,0.0431359,0.4844041
75,50.8453185,227.388651444456,0.499992891703974,0.115917734663952,2,0.0526723,0.0612064,0.0355943,0.4948743
76,51.5425798,227.37317468261,0.499993020781306,0.118593132248778,2,0.0541721,0.0720251,0.0389463,0.5240531
77,52.2206058,227.35822493099,0.49999331413099,0.115188158655144,2,0.0524606,0.0643073,0.0443573,0.507917
78,52.9206865,227.343836541037,0.499993486203471,0.108537961255484,2,0.0558707,0.0687286,0.0426076,0.5220877
79,53.6492831,227.329729782873,0.499993541725576,0.112496644747264,2,0.0549204,0.0668889,0.0469653,0.5500339
80,54.3293383,227.315714827869,0.499993600102623,0.112613423994434,2,0.0521289,0.0641466,0.0427413,0.5087098
81,54.9807303,227.301820549653,0.499993675674496,0.11542356993199,2,0.0524261,0.0632492,0.0406328,0.4865173
82,55.626968,227.288227203373,0.499993913576761,0.111743541824969,2,0.0534867,0.0655881,0.0381677,0.4809988
83,56.254615,227.275226065554,0.49999411111527,0.107056741175645,2,0.0530175,0.056689,0.0374232,0.4727158
84,56.8811741,227.262497927272,0.499994168461445,0.104529828071346,2,0.0519653,0.0573311,0.036724,0.4726027
85,57.5448009,227.249786896965,0.499994128985311,0.108739143410194,2,0.0523791,0.0642286,0.0373138,0.5013677
86,58.2095303,227.237035721821,0.499994180483503,0.109214072822359,2,0.0537414,0.0675296,0.036377,0.4964707
87,58.8869225,227.224525856381,0.499994358039834,0.110844374118219,2,0.0499514,0.065852,0.0416896,0.5096551
88,59.5391638,227.21251858801,0.499994661314756,0.103379473591203,2,0.0482526,0.0623988,0.0406926,0.4932013
89,60.2146762,227.20113639943,0.499994843232996,0.102684717002545,2,0.0557218,0.0768168,0.0419064,0.491067
90,60.8994743,227.189996650796,0.499994874925237,0.10225238969966,2,0.0512408,0.0617252,0.0441646,0.5186262
91,61.5615571,227.17889399016,0.499994860106765,0.101637383312462,2,0.0542535,0.0682505,0.0371577,0.4936521
92,62.2223445,227.167701910076,0.499994827714618,0.10503872496287,2,0.0493053,0.0612101,0.0380802,0.5036096
93,62.9589493,227.156597480151,0.499994937091981,0.104986273202226,2,0.0511467,0.0725996,0.0447555,0.558302
94,63.678061,227.145850349566,0.499995177309866,0.0984502425506663,2,0.058563,0.0647462,0.0485606,0.5375169
95,64.403536,227.135606499903,0.499995350174357,0.099311847839775,2,0.0517975,0.0655913,0.0437654,0.5550928
96,65.1104257,227.125577148232,0.499995379670421,0.09804385846754,2,0.0544811,0.062503,0.0433914,0.536518
97,65.8153579,227.115606706237,0.49999539213803,0.095487779352685,2,0.0524736,0.0660783,0.0432463,0.5339176
98,66.5359625,227.105622874151,0.49999537475711,0.0980153975493699,2,0.0530406,0.0689043,0.0471468,0.5383027
99,67.2411112,227.095576545458,0.499995305911571,0.102628759816817,2,0.056272,0.0686177,0.0500958,0.5176286
100,67.89873,227.085526009847,0.499995450505562,0.0996341287378772,2,0.0524851,0.0619318,0.0384425,0.4970087
101,68.5390811,211.78587428162,0.504839644191588,0.0953139118397071,4,0.049642,0.0619463,0.0397315,0.4814729
102,69.2010016,214.483740988357,0.499723385112496,0.185786211803375,4,0.0492655,0.0638345,0.039873,0.5005919
103,69.8605507,214.301744875458,0.499872051061092,0.172503660358378,4,0.0503979,0.0632568,0.0406362,0.4947333
104,70.5278505,214.225957574152,0.499946473664164,0.171888310114249,4,0.0551195,0.0639021,0.0424919,0.495513
105,71.1966314,214.174488956334,0.499968159464393,0.174868276684029,4,0.0504964,0.0631333,0.0385175,0.5049947
106,71.9052419,214.138761829392,0.499982953234939,0.169049426846755,4,0.0488725,0.0592302,0.0388388,0.5513266
107,72.6629868,214.111907672037,0.499985683785365,0.134604647797525,4,0.0492231,0.0632972,0.0405154,0.5967897
108,73.5177564,214.088676239901,0.499987820550522,0.142443211369275,4,0.0615148,0.0995596,0.0482924,0.6325924
109,74.341684,214.068946516557,0.499989956738726,0.134766046336569,4,0.063091,0.071037,0.0457312,0.6302606
110,75.2224464,214.052711843369,0.499991864514294,0.110940421812153,4,0.0581137,0.0951271,0.0473205,0.6632872
111,76.1290777,214.039292005869,0.499993031822144,0.0915184940507122,4,0.0604212,0.141893,0.0543413,0.640096
112,76.9115738,214.027641718043,0.49999385622787,0.0882961725186685,4,0.061401,0.0795226,0.0493304,0.5804189
113,77.6573532,214.017207691135,0.499994467569595,0.0887160907828067,4,0.0554495,0.0802653,0.044371,0.5549599
114,78.3418682,214.007640623543,0.499994894134343,0.0915651937235943,4,0.051551,0.0615137,0.0406872,0.522922
115,79.0140059,213.998805061809,0.499995289550131,0.0916369307888778,4,0.0564769,0.0671288,0.0425032,0.4981697
116,79.6665666,213.99058319862,0.499995625312878,0.0875937964947293,4,0.0520866,0.064572,0.0423869,0.4854415
117,80.2850262,213.982875324895,0.499995886545902,0.0843163917289179,4,0.0490258,0.0607928,0.0386066,0.4583773
118,80.975917,213.975573657765,0.499996106619935,0.0823166970952347,4,0.0525958,0.0646874,0.0463825,0.5189104
119,81.676614,213.968629472721,0.499996295867333,0.0787695671923252,4,0.0524445,0.0681452,0.0424796,0.5289757
120,82.2916538,213.961991822806,0.499996454071989,0.0790897046394443,4,0.0568578,0.0689939,0.0444504,0.4351629
121,82.9474009,213.955644219867,0.499996619202893,0.079271145617794,4,0.0492026,0.0606947,0.0447716,0.4924643
122,83.6841588,213.949562280519,0.499996758055979,0.0741356454176769,4,0.0605557,0.0715959,0.0495757,0.5416457
123,84.4429514,213.943743761918,0.499996899300669,0.0745377818154825,4,0.0622294,0.0722367,0.0604388,0.5509167
124,85.1176754,213.938159028995,0.499997032498014,0.0749620767269221,4,0.0618588,0.0643809,0.0439919,0.4967892
125,85.7567875,213.932816145433,0.499997141453832,0.0736189624085391,4,0.0564672,0.0598935,0.0414086,0.4707813
126,86.3987678,213.927659764999,0.499997218359348,0.0739648537500452,4,0.0468539,0.0608462,0.0406964,0.4853533
127,87.0387096,213.922658846537,0.499997279049262,0.0742342205591558,4,0.0504762,0.06402,0.0406081,0.4763055
128,87.7348411,213.917765739301,0.499997339213825,0.0729543352995975,4,0.0544537,0.0694976,0.0445919,0.5164068
129,88.4184823,213.91300697667,0.499997417634509,0.0712991272281547,4,0.0539272,0.0649198,0.0426712,0.5128068
130,89.1160716,213.908377298979,0.499997484867627,0.0720167290294295,4,0.0591256,0.0808776,0.0461563,0.5028692
131,89.8392704,213.903879676528,0.499997532645978,0.0719058232655795,4,0.0544352,0.0725195,0.0494922,0.5378799
132,90.5435358,213.89945684062,0.499997555723771,0.0692933651929112,4,0.0605157,0.0687858,0.0617103,0.4901189
133,91.2171049,213.895116256451,0.499997607304475,0.0688278322976102,4,0.0542364,0.0634107,0.0379467,0.5096427
134,91.8478439,213.890854644463,0.499997667767427,0.0681045606117882,4,0.0520008,0.0651044,0.0438254,0.4617465
135,92.5046014,213.88671793478,0.499997726898145,0.0655992014651016,4,0.056495,0.0681835,0.041951,0.4803337
136,93.2277019,213.882676011615,0.4999977775098,0.0658707419000663,4,0.055958,0.0698793,0.0473313,0.5415794
137,93.9511408,213.878745705492,0.499997844037371,0.0667679958874658,4,0.0622894,0.1010012,0.046768,0.5021091
138,94.5888059,213.874892570804,0.499997885928598,0.0675444563403272,4,0.0621667,0.0645355,0.0459246,0.4564954
139,95.2049017,213.871147277793,0.499997924549124,0.0690651317303899,4,0.0511601,0.0620042,0.0380376,0.4571875
140,95.8392759,213.867455908007,0.499997941516189,0.0672517436729158,4,0.0500874,0.059898,0.0364751,0.4794589
141,96.4861991,213.863822692311,0.49999797085733,0.0667232782397058,4,0.0551793,0.0644791,0.0388676,0.4778109
142,97.1356989,213.860219322903,0.499997994075909,0.0660482832847741,4,0.0589261,0.0681653,0.0430301,0.4703994
143,97.825589,213.856684374985,0.499998029587683,0.0654522620685111,4,0.0535467,0.0728776,0.0447386,0.5088543
144,98.4384824,213.853184915592,0.499998060290563,0.0637079136725084,4,0.0543552,0.0649578,0.0432621,0.4422665
145,99.0500601,213.84976714689,0.499998107164981,0.0614732030587772,4,0.0548427,0.067244,0.0420507,0.4393922
146,99.6232504,213.84639515431,0.499998138957957,0.0621545925697808,4,0.05291,0.0602285,0.0385011,0.4140395
147,100.2630082,213.843086559907,0.499998168838988,0.0615712657270147,4,0.0508973,0.0630327,0.0405633,0.4771287
148,100.8884851,213.839814097797,0.499998177302434,0.0621946481814637,4,0.0523144,0.0633365,0.0394017,0.462978
149,101.4927573,213.836577541641,0.499998190682529,0.0641534786538355,4,0.0497207,0.0626999,0.0397922,0.4419102
150,102.0968292,213.83334651046,0.49999821293167,0.0638763355617326,4,0.055457,0.0620759,0.0370065,0.4414765
151,102.7945351,199.222003732543,0.503992586041006,0.063698380438697,8,0.0545888,0.0618149,0.039142,0.5338565
152,103.5790924,201.165996872428,0.499339729474923,0.18267190401184,8,0.0610379,0.0710065,0.0504689,0.5918337
153,104.3403244,200.942985611576,0.499854478478183,0.156975366847971,8,0.0525977,0.0607918,0.0367754,0.6034204
154,105.1356302,200.928513554422,0.499854110886978,0.158118759460228,8,0.0675089,0.0836221,0.0481003,0.5845044
155,105.8639643,200.89966082197,0.499892580275677,0.1493972216724,8,0.0614271,0.0742606,0.044455,0.5405529
156,106.640059,200.860528570377,0.499901074236562,0.158678943919819,8,0.0577614,0.070384,0.0435903,0.5943451
157,107.3823379,200.820475037928,0.499948754192738,0.134022513554516,8,0.053188,0.0683633,0.04199,0.5697862
158,108.1738326,200.790879535236,0.499972975831209,0.125942317553429,8,0.0499116,0.0628823,0.0401734,0.6300073
159,109.0470214,200.773553879069,0.499990471119156,0.0945644069603269,8,0.0565779,0.065449,0.0426285,0.6989081
160,109.9236578,200.763798879106,0.49999334928424,0.0875785883857037,8,0.0523465,0.0659962,0.0423805,0.7067132
161,110.7536452,200.75568420909,0.499994348361497,0.0793947103269471,8,0.0652836,0.0843355,0.0455795,0.6237002
162,111.5593842,200.748486061354,0.499994861858243,0.0749065298008323,8,0.0486545,0.0638674,0.0390615,0.6462002
163,112.3977153,200.741867367451,0.499995300796563,0.0734275904827131,8,0.0473804,0.06013,0.0403303,0.6830372
164,113.1991867,200.735716230101,0.499995693391615,0.0677801414630189,8,0.0596064,0.0640179,0.0533193,0.6148713
165,113.9924359,200.730084237689,0.499996034525096,0.0733551440536542,8,0.0515778,0.0641499,0.0476349,0.6210551
166,114.7545216,200.724891312919,0.499996351476051,0.0712871172110446,8,0.0516787,0.073564,0.047265,0.577563
167,115.4772144,200.720041119123,0.49999665041848,0.072256446121005,8,0.0544615,0.064625,0.042561,0.5524502
168,116.2509178,200.715528946278,0.499996937150698,0.0699039973614051,8,0.0590553,0.0672726,0.0465844,0.5922191
169,116.9642531,200.711374089142,0.499997198258596,0.0637797640969094,8,0.0545521,0.0653611,0.0422757,0.5429901
170,117.6443879,200.707532137316,0.499997420514527,0.0587543772337484,8,0.049262,0.0645271,0.0417724,0.5166926
171,118.3087768,200.70394108371,0.499997623037518,0.0644533428609039,8,0.050202,0.0634701,0.040702,0.4991138
172,119.0177529,200.700575906155,0.499997800615261,0.063384547502489,8,0.047862,0.059743,0.0395506,0.5542328
173,119.6702014,200.697461960344,0.499997976727885,0.0634881384865597,8,0.0585657,0.0636845,0.0445418,0.4777327
174,120.35586,200.694595236757,0.499998137914091,0.0628536738073097,8,0.0556939,0.067689,0.0436818,0.5099834
175,121.0605497,200.691962108345,0.499998265332247,0.0574254639043944,8,0.0535891,0.0587787,0.0416404,0.5429105
176,121.886887,200.689480404396,0.499998368597743,0.0564709434674225,8,0.0583898,0.0962783,0.0580089,0.5939175
177,122.5776458,200.687126211111,0.499998457388011,0.0525251995420323,8,0.0568898,0.0634139,0.0427222,0.5199563
178,123.265127,200.684880725979,0.499998522680912,0.0522334592693686,8,0.051387,0.0626802,0.0382281,0.5273449
179,123.9539848,200.682788378762,0.499998595469102,0.049023121227882,8,0.0489755,0.0686153,0.0441494,0.5167388
180,124.648553,200.680772920093,0.499998644433881,0.0457064708056769,8,0.0516527,0.0822567,0.0391854,0.5127592
181,125.319034,200.678875253507,0.499998718386401,0.0460918765831533,8,0.0515213,0.0619278,0.0417821,0.5074809
182,125.9998563,200.676951906543,0.499998733332064,0.0425645321184478,8,0.0483852,0.0606527,0.0393921,0.5243861
183,126.7132022,200.675179816956,0.499998795162471,0.0437726519102397,8,0.0521232,0.0613484,0.0399888,0.5523465
184,127.4055635,200.673387459979,0.499998815136958,0.0420927933617302,8,0.0480409,0.0602608,0.0392764,0.5362295
185,128.0856184,200.671678747753,0.499998864969922,0.0453807638031529,8,0.0532508,0.0656207,0.0441737,0.5085958
186,128.7884391,200.669888283017,0.499998877935498,0.0446574779689837,8,0.0476762,0.0606843,0.0385041,0.5480248
187,129.5129528,200.668111653869,0.499998898574193,0.0471890822180035,8,0.0472325,0.0653093,0.0402296,0.5625375
188,130.2129053,200.666317127256,0.499998911934131,0.0439083050405783,8,0.0466814,0.0621414,0.0397619,0.5436448
189,130.9476677,200.664579132432,0.499998956149045,0.0413472552703076,8,0.052007,0.0644961,0.0389397,0.5686436
190,131.6587169,200.662821053913,0.499998954727612,0.0428298093526611,8,0.0475698,0.0636385,0.0407315,0.5504431
191,132.3725046,200.660966539196,0.499998980259116,0.0430554411078446,8,0.0501718,0.0610259,0.0376299,0.5573161
192,133.124388,200.659069143793,0.49999898486596,0.0417899285563448,8,0.0499327,0.0637374,0.0394055,0.5892745
193,133.8528837,200.657313917507,0.499999018362792,0.0384865575273462,8,0.0556416,0.0641492,0.0433182,0.5571246
194,134.5100414,200.655556203739,0.499999035369752,0.0395831069355382,8,0.0493906,0.0619088,0.0392494,0.4992237
195,135.2562491,200.65376203242,0.499999043942181,0.0404428201294655,8,0.0518868,0.064077,0.0381998,0.5832253
196,135.9855182,200.651860413655,0.499999052330147,0.0392539274996421,8,0.0511869,0.0745704,0.0440341,0.5501946
197,136.6671201,200.649985342141,0.499999054653727,0.0372641999216961,8,0.051996,0.0683477,0.0422353,0.5103043
198,137.4442666,200.64824088615,0.499999070495286,0.0373630477746965,8,0.0592796,0.069701,0.0436061,0.5922203
199,138.1909224,200.646470641921,0.49999909098058,0.0383812807061943,8,0.0523389,0.0700584,0.0444692,0.5703826
200,138.927075,200.644672758132,0.499999093140214,0.0396051128829702,8,0.0524967,0.0668774,0.0467907,0.5601172
201,139.6479259,193.452378742046,0.501579183172489,0.040277591727944,16,0.0574649,0.0687911,0.0455774,0.5405556
202,140.4104088,194.18229727115,0.499496939692773,0.173767073974654,16,0.0556378,0.0677883,0.0426456,0.5889496
203,141.259147,194.177902900216,0.499795330164352,0.181541335539353,16,0.0538846,0.0668153,0.0442484,0.6738582
204,142.0248241,194.440500035672,0.499378297139351,0.18831649093729,16,0.0525311,0.0678895,0.0470569,0.5891931
205,142.741729,194.719464414162,0.498854322401435,0.195026192873157,16,0.0524633,0.0636139,0.0391775,0.552691
206,143.4213823,194.563025506199,0.498879518703459,0.190146129334471,16,0.0493204,0.0604395,0.0400031,0.5222751
207,144.1236506,194.264217894893,0.499477733554142,0.154655567015648,16,0.0519447,0.0643329,0.0401144,0.5369067
208,144.8737915,194.101871924356,0.499797883034568,0.117866537858315,16,0.0545494,0.0641501,0.0422915,0.5809618
209,145.5777871,194.038541578208,0.499986126011966,0.0592445124573679,16,0.0496009,0.0614847,0.0400857,0.5434019
210,146.3336812,194.035270900309,0.499993420921448,0.0773001432216381,16,0.0476749,0.0583784,0.0390309,0.602698
211,147.1815802,194.03391957703,0.499994819676966,0.0709919254352487,16,0.0605655,0.0722029,0.0477456,0.6578213
212,147.9043367,194.0326309217,0.499995814041221,0.0575323456411685,16,0.0563618,0.0707195,0.0421017,0.5449046
213,148.5810158,194.03136434679,0.499996566226043,0.0465222266551383,16,0.0485547,0.0615526,0.0379171,0.5186463
214,149.2240466,194.030144238065,0.499997093223731,0.0442364027967291,16,0.0456701,0.060276,0.0377703,0.4884627
215,149.9313975,194.028897341352,0.499997419106819,0.0408820677549943,16,0.049904,0.0625153,0.0394792,0.546288
216,150.6596663,194.027503730815,0.4999976103465,0.0383328364140818,16,0.0503646,0.0659378,0.0399608,0.5628247
217,151.3748696,194.025971627363,0.499997702688665,0.0369625644381761,16,0.0506549,0.0660981,0.0446851,0.543732
218,152.0403155,194.024364365329,0.499997855961011,0.0364916813695249,16,0.0508175,0.0607497,0.0407773,0.50549
219,152.7239665,194.022775231308,0.499997959089136,0.0374344914189947,16,0.0538537,0.0650762,0.0400755,0.5163669
220,153.3537529,194.02117074464,0.499998043667219,0.0432289633200011,16,0.0485219,0.0604769,0.0371692,0.4728611
221,153.9731693,194.019542572621,0.49999803589747,0.046819216265439,16,0.0473685,0.0584758,0.0367235,0.4690266
222,154.5994277,194.017784354311,0.499998065243274,0.0461772233309092,16,0.0520079,0.0618096,0.0413509,0.459797
223,155.2700789,194.016055330146,0.499998030202336,0.0462650247951352,16,0.0480528,0.0611185,0.0390271,0.5118094
224,155.927149,194.01420777273,0.499998124060385,0.0452768560708378,16,0.0552258,0.0651411,0.0417162,0.4835694
225,156.5638602,194.012984416459,0.49999750567839,0.0490403869914239,16,0.052425,0.0617906,0.0395065,0.4757916
226,157.1990206,194.012041092426,0.49999571686799,0.0453958561493483,16,0.0499093,0.0612669,0.036889,0.4783563
227,157.8544803,194.013887369416,0.499989681888764,0.0794536963701311,16,0.0491608,0.0623262,0.0389223,0.4941104
228,158.5481756,194.013373768047,0.499984241004453,0.0768276222945761,16,0.0476271,0.0590272,0.036813,0.5422727
229,159.2268083,194.01029748042,0.499987991401819,0.0944661193904512,16,0.0533364,0.0635418,0.0399929,0.5138619
230,159.9193759,194.005656844422,0.499995238893093,0.0417525577517711,16,0.0467374,0.0603434,0.0382564,0.5387135
231,160.6218648,194.003313888257,0.499998170777191,0.0529502674547667,16,0.0482294,0.0610624,0.0374408,0.548138
232,161.3434377,194.001798270081,0.499998821495601,0.0439097428068573,16,0.0486091,0.0588695,0.0369048,0.5695031
233,162.0493998,194.000317115183,0.499999097819257,0.0431531498042962,16,0.0507817,0.0628556,0.0416568,0.5419874
234,162.726487,193.998901246104,0.49999907416444,0.0395588491831012,16,0.047218,0.0603199,0.0394293,0.5213807
235,163.4207252,193.997491798209,0.499999094473236,0.0396704464173472,16,0.0456898,0.0576302,0.0372404,0.5461866
236,164.1238203,193.996148461978,0.499999153130922,0.0394701175002862,16,0.0516491,0.0632155,0.0367687,0.5428398
237,164.7611239,193.994860836686,0.499999192900407,0.0382127395811145,16,0.0473768,0.0628438,0.0364204,0.482995
238,165.4802837,193.99356684837,0.499999188794326,0.0380728342561865,16,0.0528057,0.0658246,0.0392412,0.5528338
239,166.1887814,193.992249203633,0.499999169011438,0.0380948456981847,16,0.0513033,0.0659469,0.0427235,0.5398678
240,166.9650483,193.990925093991,0.499999177104295,0.0360264851515539,16,0.0517746,0.0662684,0.0495506,0.5946204
241,167.6936265,193.989648716815,0.499999190077389,0.0346126340723528,16,0.0550551,0.0661586,0.0487139,0.5502617
242,168.5365806,193.988437032552,0.499999232654532,0.0342631555540724,16,0.0561118,0.0745409,0.0437196,0.6589685
243,169.2279643,193.987270250206,0.499999250103781,0.0341632843161335,16,0.0629224,0.0663745,0.0482142,0.5029159
244,169.8546009,193.986095392935,0.49999924321252,0.033183649298357,16,0.0492305,0.0622674,0.0363841,0.4677289
