iteration,time_seconds,compliance,volume_fraction,change,beta,time_fe_assembly,time_fe_solve,time_filter,time_optimizer
26,16.4379895,237.401424172637,0.499606145685721,0.193924918678485,1,0.0474443,0.0605364,0.0360502,0.4245581
27,17.022735,236.626050485987,0.499751698196658,0.191292805166721,1,0.0468728,0.0580082,0.0377821,0.4339161
28,17.5930675,236.10196395282,0.499822535992624,0.187989587829069,1,0.0500727,0.0575367,0.0339379,0.4208666
29,18.1685876,235.735096479241,0.499872869603487,0.181692512959806,1,0.0483068,0.0608095,0.0380408,0.4190805
30,18.7807919,235.461163700829,0.499896361866762,0.17580155276065,1,0.0485277,0.0629002,0.036238,0.4565932
31,19.3759413,235.229268138655,0.499911310910073,0.16942412578306,1,0.0538311,0.064065,0.0459701,0.4215937
32,19.9474676,235.032552779574,0.499925589935631,0.167340734087798,1,0.048377,0.0609,0.0353109,0.4192858
33,20.5226887,234.86573459525,0.499936104695869,0.171006161494474,1,0.0506717,0.0617575,0.0399703,0.4149993
34,21.1195479,234.721615783979,0.499945194483495,0.162600127623126,1,0.0516329,0.0632805,0.0407155,0.4312066
35,21.6814313,234.59744700258,0.499953219387405,0.173403374805856,1,0.0500861,0.0607176,0.0364059,0.4064874
36,22.2856501,234.491120213536,0.499960366367243,0.158628809162168,1,0.0495907,0.0690566,0.0436453,0.432938
37,22.9026072,234.40003551725,0.499966519714706,0.156288944355567,1,0.0496801,0.0649746,0.0374104,0.4570412
38,23.4529407,234.321215893229,0.499970822124694,0.151185564796214,1,0.0483988,0.0604338,0.0379466,0.3941257
39,24.0645086,234.251666995057,0.499974163728304,0.151179813773996,1,0.0447739,0.074914,0.0398916,0.4439917
40,24.6504309,234.189444281749,0.49997725521877,0.148934007407681,1,0.0529095,0.0758591,0.0403365,0.4066973
41,25.20714,234.133995160373,0.499979157951084,0.146179266879124,1,0.0488077,0.0591801,0.0364456,0.403961
42,25.7536164,234.083101491473,0.499980669624862,0.1476787130407,1,0.0477704,0.0641674,0.0373787,0.388721
43,26.2977883,234.035862355492,0.499981782024363,0.148463950418388,1,0.0474796,0.0603619,0.0357067,0.3930396
44,26.8563582,233.99103125919,0.499982642133746,0.148648600060277,1,0.0461633,0.0622699,0.0359072,0.4057327
45,27.4589547,233.9477557946,0.499983352144934,0.143062652478533,1,0.0628292,0.0606289,0.0454144,0.4253904
46,28.0214927,233.906981379868,0.499984681996677,0.149023555138174,1,0.0514581,0.0617876,0.0398918,0.4023756
47,28.628086,233.869576943463,0.49998564224559,0.14900307651699,1,0.0472649,0.0613511,0.040825,0.4492471
48,29.2141454,233.834005212081,0.499986359683555,0.143535217095792,1,0.0548573,0.0640161,0.0439449,0.41373
49,29.7988648,233.799953267932,0.499986953348021,0.14226993974098,1,0.0512228,0.0608205,0.036127,0.4282607
50,30.4263601,233.767530922166,0.499987824058168,0.145082351664225,1,0.0550651,0.0695165,0.0433709,0.4467405
51,31.0883052,241.989862165906,0.473701518518865,0.14279620494347,2,0.0512206,0.0641941,0.0502637,0.4751039
52,31.74638,229.337510417566,0.499709038958078,0.197165881363368,2,0.0503988,0.0702606,0.0406639,0.4882619
53,32.3547572,228.308080709761,0.499658686033398,0.191495178836279,2,0.0499689,0.0591846,0.0392241,0.4497225
54,32.9995928,227.762591632194,0.499826552710307,0.186860130618704,2,0.0528224,0.0645467,0.0467464,0.4718547
55,33.6460868,227.458872995496,0.499895641725335,0.182829959501037,2,0.0541658,0.0622372,0.0403411,0.4813963
56,34.2967732,227.269093617206,0.499938326831001,0.163949273257105,2,0.056014,0.0736666,0.0421259,0.4690676
57,34.920656,227.152646584416,0.499962546803089,0.147612596092971,2,0.0529411,0.0713651,0.0400388,0.450983
58,35.6113419,227.080563721271,0.499977147813534,0.151914738953447,2,0.0520468,0.0679504,0.0403076,0.5218226
59,36.3546193,227.032884288539,0.499983473054251,0.153772191155258,2,0.0677743,0.0935119,0.0505045,0.5172607
60,37.1489271,226.996334417723,0.499986637091966,0.151060822601779,2,0.0577386,0.1807783,0.0446153,0.4966041
61,37.7720294,226.965499319787,0.499988391078683,0.147281786248317,2,0.0501334,0.064833,0.0411595,0.4575783
62,38.3414843,226.938197840945,0.499989675003718,0.142924515443886,2,0.0458296,0.0615527,0.0355456,0.4186715
63,38.9545386,226.91417128919,0.499990973211255,0.132468917818136,2,0.0518306,0.0621236,0.0380648,0.4533866
64,39.5776301,226.892627087994,0.499991610481594,0.126320071279152,2,0.0502265,0.0630198,0.0366646,0.4630522
65,40.1797206,226.872252465239,0.499991845696682,0.124025717151976,2,0.0511981,0.0635126,0.0406615,0.4379941
66,40.8594035,226.852451913343,0.499992068382895,0.138473582520425,2,0.050868,0.0655052,0.0400378,0.5146151
67,41.76027,226.833246606502,0.499992218941361,0.135997712773491,2,0.0619909,0.12795,0.0594826,0.6366965
68,42.4419187,226.814771079062,0.49999265700804,0.132056574614855,2,0.0595464,0.0730257,0.0478702,0.4903808
69,43.2859976,226.797510579218,0.499993150082955,0.123881951399272,2,0.05649,0.0968693,0.0728821,0.6007956
70,44.000513,226.781325332004,0.499993459168218,0.120854904441126,2,0.0625112,0.0781108,0.0465937,0.5174417
71,44.7365444,226.765763812139,0.499993623637313,0.116548153495532,2,0.0613509,0.1094287,0.0475034,0.5033487
72,45.439842,226.750721810371,0.499993848314463,0.119798424360451,2,0.0585773,0.0640977,0.0480102,0.5201743
73,46.1438629,226.736210987289,0.499994053296893,0.118633701745176,2,0.0614522,0.081772,0.046656,0.5057345
74,46.834176,226.722237864745,0.499994226565979,0.116579083614508,2,0.0586074,0.0711528,0.0451319,0.5067584
75,47.667371,226.708561075167,0.49999428229381,0.113976295782342,2,0.0585891,0.1856296,0.0522371,0.5220784
76,48.3714902,226.695113971471,0.49999439723001,0.109698715165513,2,0.0625675,0.0772351,0.04888,0.4999446
77,49.0825482,226.681748516499,0.49999436351458,0.114217878452149,2,0.0535634,0.0756137,0.0485628,0.5203188
78,49.7492051,226.668518815713,0.499994506828321,0.114340436134383,2,0.0527399,0.0621229,0.0456309,0.4943019
79,50.437634,226.655630340816,0.499994645003559,0.113679178249845,2,0.0558058,0.0757639,0.0478488,0.497156
80,51.1164356,226.643090573934,0.499994718897466,0.112572561978568,2,0.0526824,0.0658495,0.0461233,0.5032449
81,51.7626871,226.630751288785,0.499994869021995,0.104229482352997,2,0.0536771,0.0590663,0.0412979,0.4840236
82,52.4049909,226.618784147746,0.49999495121947,0.107201341906579,2,0.0483251,0.0595605,0.0387096,0.4878176
83,53.0589572,226.606801548256,0.499994933293683,0.112294319180942,2,0.0528922,0.0688283,0.0408235,0.4825896
84,53.6998773,226.594961129961,0.49999505211809,0.112650609612618,2,0.0541909,0.0656483,0.0379422,0.4716554
85,54.3439644,226.583404947769,0.499995225374526,0.109743296782922,2,0.0496684,0.068801,0.0405067,0.4770661
86,54.9839286,226.572245307172,0.499995346640597,0.106881945709425,2,0.0502172,0.0625102,0.0394523,0.4794294
87,55.6112237,226.561328304706,0.499995511624102,0.0994813080151592,2,0.0494334,0.0614695,0.0378191,0.4688529
88,56.2748495,226.550877765763,0.499995594879778,0.101022257360036,2,0.0499325,0.0622226,0.0386186,0.5051262
89,56.9510507,226.540358917124,0.499995557629749,0.105763125962291,2,0.0517579,0.0602162,0.041983,0.5146703
90,57.6606562,226.529706334533,0.499995519266815,0.106893904720767,2,0.0522463,0.0656171,0.043112,0.541103
91,58.3037101,226.519130944653,0.499995599496146,0.1052204739571,2,0.0556483,0.0641361,0.0403443,0.4734206
92,58.9301945,226.508745020843,0.499995717612362,0.103075244976976,2,0.0500204,0.0631739,0.0385048,0.4643452
93,59.6242924,226.498465809428,0.499995853066733,0.101163584513743,2,0.0601819,0.069033,0.044386,0.5123031
94,60.2907663,226.488606772244,0.49999600493186,0.0985245671674675,2,0.0596973,0.0728697,0.0499238,0.4726028
95,60.9119105,226.479005319429,0.499996004224552,0.0965523020560788,2,0.0502434,0.0590036,0.0392238,0.4643297
96,61.5510438,226.469241395119,0.499995956525129,0.102888415446387,2,0.0516617,0.0679296,0.0419081,0.4688522
97,62.2191182,226.459339869618,0.499995969353943,0.101469230564069,2,0.055703,0.075996,0.0438998,0.4831056
98,62.8018662,226.449606966359,0.499996002994044,0.0996955425882528,2,0.0493357,0.0604394,0.03837,0.4270209
99,63.3959752,226.439797552664,0.499996134109689,0.0973125507170999,2,0.0467722,0.061658,0.0381464,0.438829
100,64.0177923,226.430343466587,0.499996302433158,0.0965074287316464,2,0.0495629,0.0611722,0.0386911,0.4620205
101,64.6632777,229.097811424774,0.469527727705371,0.0936380670370751,4,0.05163,0.0612493,0.0405351,0.4831415
102,65.3145873,216.80438793512,0.501161500401148,0.198026464221401,4,0.0603894,0.0756665,0.0436947,0.4610344
103,65.9522526,216.081946841012,0.499646506587692,0.190704420586233,4,0.0455582,0.0581371,0.0388369,0.4855223
104,66.5758643,215.58470068041,0.499814810251551,0.186754784289954,4,0.0450615,0.0580532,0.0389565,0.4722306
105,67.2113673,215.312172395974,0.499883533362508,0.18309558906222,4,0.0465541,0.0586711,0.0357082,0.4868915
106,67.86664,215.13854810919,0.499924101923981,0.170603615207726,4,0.0497207,0.0578309,0.0374493,0.5016034
107,68.5158884,215.033454632507,0.49995490785229,0.145458698522812,4,0.0500186,0.0663518,0.0402186,0.484819
108,69.1748642,214.968164838249,0.499972973951421,0.142344296652242,4,0.0525743,0.0664076,0.0392752,0.4918592
109,69.8606357,214.928350666833,0.499983228784676,0.140512782031091,4,0.051943,0.0677826,0.0429508,0.5136732
110,70.5778214,214.901472451964,0.499988241476874,0.140510059447768,4,0.0683699,0.0721348,0.0454292,0.5211077
111,71.3230579,214.88247048541,0.499991223757482,0.121112803474607,4,0.0577943,0.0724392,0.0418033,0.5630641
112,72.0453692,214.868017617988,0.499992881441383,0.110749738981864,4,0.0546979,0.0757098,0.0456839,0.5347086
113,72.7160615,214.856209821686,0.499994015629189,0.104708149636512,4,0.0541147,0.0695246,0.0428636,0.4937502
114,73.3799638,214.846085099743,0.49999482110384,0.100669605223314,4,0.0484929,0.057347,0.0376535,0.5118361
115,74.0410366,214.837153863788,0.499995436577207,0.101324946671337,4,0.051893,0.0632178,0.0389475,0.4986327
116,74.6903137,214.829152131614,0.499995893340515,0.104201144125105,4,0.0539096,0.0629678,0.0411939,0.483049
117,75.3448807,214.821761586534,0.499996223086453,0.0927403943772033,4,0.0571071,0.0680593,0.0433985,0.4737725
118,76.0364143,214.814752125476,0.499996493722137,0.0928435184472346,4,0.049667,0.0599264,0.0422582,0.5296845
119,76.6341413,214.808041539847,0.49999670328248,0.0892876962710721,4,0.0458384,0.0635005,0.0365645,0.4441375
120,77.2425854,214.801565354583,0.499996890807877,0.0863100653807654,4,0.046464,0.0568757,0.0379238,0.4599641
121,77.8614322,214.795339414658,0.499997045840022,0.0828822089836052,4,0.0458351,0.065346,0.0423428,0.4558546
122,78.47954,214.78939064985,0.499997157890015,0.082209762925427,4,0.0543772,0.0680905,0.0410472,0.4464337
123,79.0873916,214.783595959663,0.499997235662498,0.0842975799320423,4,0.0450864,0.0563666,0.0348094,0.4627046
124,79.7015361,214.777875483599,0.499997307005833,0.0865819779642183,4,0.0504316,0.061757,0.0411437,0.4504533
125,80.3270043,214.772300253536,0.499997399819853,0.0870458340607703,4,0.0450532,0.0592664,0.0374219,0.4721287
126,81.0117321,214.76689334275,0.499997519442208,0.0769887932138257,4,0.0508467,0.0678771,0.0445008,0.5080099
127,81.6129005,214.76169558359,0.499997624810408,0.073352205757585,4,0.054165,0.0575777,0.0389224,0.4421237
128,82.228744,214.756719500271,0.499997704279637,0.0711450370306516,4,0.0469463,0.0602856,0.0385095,0.4629668
129,82.8555017,214.751828827134,0.499997741510598,0.0705344039291036,4,0.046863,0.0617188,0.0376886,0.4729968
130,83.4624969,214.747082531956,0.499997786078309,0.0728171332962885,4,0.0482004,0.0587025,0.0378831,0.4518031
131,84.0922567,214.742415235968,0.499997816566531,0.0710782739924206,4,0.0543164,0.0623226,0.0394294,0.4658893
132,84.7923836,214.737798098773,0.499997865441426,0.0696208493864292,4,0.0534657,0.0582876,0.0421153,0.5389053
133,85.4794067,214.733262099015,0.499997895689189,0.0678800611416421,4,0.0478884,0.059477,0.0402822,0.5304329
134,86.1453427,214.728850573434,0.499997952557184,0.0713852102046043,4,0.0516449,0.0665147,0.0417273,0.4982982
135,86.7977545,214.72443035645,0.499997976475891,0.0692446658375476,4,0.0592196,0.0708895,0.0428547,0.4707264
136,87.4308382,214.720139717454,0.499998019755825,0.0723400171340222,4,0.0550774,0.0693374,0.0427794,0.4566673
137,88.0502469,214.715915614375,0.49999805011284,0.0710509941355342,4,0.0450771,0.0613035,0.0399721,0.4641575
138,88.677597,214.711755930542,0.499998084585877,0.0700041790743692,4,0.048493,0.0576408,0.0405335,0.4719139
139,89.3013825,214.707652772355,0.499998107497563,0.0716646035795625,4,0.0476593,0.067349,0.0426586,0.4542762
140,89.9265151,214.70363190499,0.49999812651343,0.0685049598726193,4,0.0537015,0.0645634,0.0388578,0.4588762
141,90.5419505,214.699582158485,0.499998135410964,0.0715868062717802,4,0.0468785,0.0605839,0.0345029,0.4661712
142,91.1946004,214.695629702024,0.499998155682741,0.0688070435387599,4,0.0477112,0.060649,0.0374885,0.4994241
143,91.8291402,214.691747447949,0.499998183792454,0.0672665084052489,4,0.0485126,0.059738,0.0353958,0.4837982
144,92.4894244,214.687882546004,0.499998230777792,0.0685795211500106,4,0.0528032,0.0626811,0.0426707,0.4918074
145,93.1218118,214.684103155116,0.499998264514944,0.0672241952324243,4,0.0507426,0.059861,0.0371677,0.4766137
146,93.7819411,214.680417775526,0.499998293104786,0.0656507028684351,4,0.0548975,0.0659397,0.0435848,0.4863337
147,94.4350336,214.676744500435,0.499998309290762,0.069004548685069,4,0.0501399,0.0689601,0.0365322,0.4881811
148,95.0678815,214.673167905797,0.499998331206277,0.0664024547116799,4,0.0481258,0.0568006,0.0360284,0.4842794
149,95.6883144,214.669622340607,0.499998338573632,0.0697809048836918,4,0.0492944,0.0630735,0.0368319,0.463838
150,96.3403184,214.666077547981,0.49999834337503,0.0665076652373434,4,0.0515704,0.0622901,0.0406011,0.4879169
151,96.9274443,205.065500051904,0.494136448515713,0.0688546072301044,8,0.0532566,0.0686298,0.0413828,0.415981
152,97.6063643,203.352668948383,0.499966865539242,0.176395957143553,8,0.0488037,0.0685089,0.045202,0.5021001
153,98.2215068,203.336753743756,0.499951051585148,0.161389546214018,8,0.0538036,0.069097,0.0431241,0.4401416
154,98.8022423,203.311897795243,0.499949829231817,0.149060514733822,8,0.04869,0.0618087,0.0356838,0.4271015
155,99.4477103,203.289381857568,0.499969571241178,0.151483021458421,8,0.0537764,0.0672458,0.0417591,0.4723171
156,100.0793415,203.270508097729,0.499966955850641,0.138407084132901,8,0.0549286,0.0701442,0.0434173,0.4520284
157,100.6938972,203.253270883904,0.499983091565887,0.126788265036353,8,0.0535302,0.0627516,0.0388152,0.4515872
158,101.3776622,203.23806331891,0.499988183174298,0.110991768635992,8,0.049418,0.0671077,0.0393672,0.5194083
159,102.0510406,203.229104178458,0.499992745923893,0.0942898137754269,8,0.065747,0.0731453,0.0487259,0.4759129
160,102.7697926,203.221156695658,0.499994176770094,0.0810781637340489,8,0.0496499,0.0706396,0.0411506,0.5479727
161,103.5859657,203.214984628739,0.499995168669564,0.0752877454917101,8,0.0565732,0.0959778,0.0467634,0.6069379
162,104.3014719,203.209502814601,0.499995832337796,0.0782123610143236,8,0.0542972,0.0742533,0.0469112,0.52873
163,104.9745972,203.204653975522,0.499996384874869,0.0751290639783165,8,0.0529588,0.0661975,0.0380875,0.5080173
164,105.6191906,203.200297271595,0.499996835336432,0.0721437076459442,8,0.0563816,0.0677661,0.0524796,0.4550011
165,106.2178087,203.196382634793,0.499997222796133,0.072859515047781,8,0.0478082,0.0620468,0.0374757,0.4420918
166,106.8160646,203.192850189332,0.499997507648645,0.073584504348047,8,0.0482355,0.055415,0.0379643,0.4482512
167,107.4300251,203.189498962819,0.499997727646356,0.0741020090262673,8,0.0474057,0.0606017,0.0382886,0.4566827
168,108.0467528,203.18631900621,0.499997922220247,0.0740410254567263,8,0.0474611,0.0595792,0.0344147,0.4680233
169,108.679636,203.183336364034,0.499998074502067,0.0591279809820626,8,0.0471299,0.0605476,0.0342492,0.4832359
170,109.3202059,203.180507466494,0.499998196526655,0.0601075965116011,8,0.0480835,0.0629424,0.041912,0.4756121
171,109.903329,203.177730014669,0.499998291544134,0.0614015698900248,8,0.0467817,0.0613597,0.0390941,0.4264027
172,110.5033264,203.17497754126,0.499998375855472,0.0605438500607466,8,0.0466354,0.0673738,0.0386458,0.4369274
173,111.0886921,203.17229867553,0.499998450714812,0.0567229056938139,8,0.0436292,0.0620868,0.0386416,0.4323493
174,111.6739171,203.169733631511,0.499998515098143,0.0575716074536471,8,0.0485751,0.0614693,0.0380206,0.4282449
175,112.2608724,203.167197849341,0.49999856368613,0.0556770833849104,8,0.0471712,0.0619374,0.0399591,0.4260649
176,112.8535034,203.16468893783,0.499998596244769,0.0551344808050289,8,0.0516287,0.0597695,0.0404472,0.4325161
177,113.4522381,203.162195340606,0.49999863253676,0.0568493736135054,8,0.0478917,0.0618934,0.0396581,0.4405579
178,114.0454902,203.159773306028,0.499998647242412,0.057649284627442,8,0.0481314,0.0596557,0.0380288,0.4358689
179,114.6726092,203.157354881469,0.499998668993965,0.0553695115654058,8,0.0519002,0.0633274,0.0395495,0.464135
180,115.2749761,203.154956514575,0.499998675019011,0.0506642143604802,8,0.0442237,0.0578619,0.0362936,0.4558106
181,115.895494,203.152558884006,0.499998739003386,0.051507230092766,8,0.0495017,0.0623557,0.0363811,0.4646485
182,116.5215489,203.150235476101,0.499998792562221,0.0516154854516209,8,0.0467748,0.0603452,0.0405607,0.4662675
183,117.1494847,203.147864629993,0.499998850505809,0.0519442670180705,8,0.0472529,0.0622144,0.036052,0.4745506
184,117.7822629,203.145568512118,0.499998841295153,0.0509226423529203,8,0.0475229,0.0616069,0.0368274,0.4793731
185,118.4340471,203.14314484764,0.499998882001739,0.0482887655734298,8,0.0491149,0.0644219,0.0393768,0.4883121
186,119.1252595,203.140764936835,0.499998849743183,0.0460492286433785,8,0.0616967,0.0740188,0.0472051,0.489651
187,119.8146385,203.138240776566,0.499998908380337,0.0484479445493121,8,0.0558888,0.0643386,0.0405324,0.5205329
188,120.5318188,203.135761509511,0.499998883222739,0.0490510448880639,8,0.0595115,0.0838426,0.0499294,0.5109136
189,121.1196967,203.133289692129,0.49999893485265,0.0510206411943377,8,0.0484256,0.0612686,0.0352548,0.4350662
190,121.7045643,203.130749938481,0.499998929805949,0.0495680839296897,8,0.0462794,0.0594478,0.0371727,0.4337607
191,122.2890742,203.128040327155,0.499998942004995,0.0468028322847434,8,0.047389,0.066057,0.0389267,0.4239024
192,122.8746037,203.125324764104,0.499998953735276,0.0458327431811543,8,0.0475869,0.0622915,0.0385882,0.4261979
193,123.4544591,203.122598885676,0.499998987274607,0.0455672336592304,8,0.047482,0.0630957,0.034973,0.4268387
194,124.0484466,203.119907191766,0.499999010161188,0.0438023896664221,8,0.047834,0.0601988,0.0368651,0.4416287
195,124.6572894,203.11719316382,0.499999018664246,0.0455253512751932,8,0.0468517,0.060443,0.0403632,0.4495583
196,125.293049,203.114411876959,0.499999013615244,0.0457822795884499,8,0.0467212,0.0609591,0.038223,0.481179
197,125.9450121,203.111553679847,0.499999019161252,0.0459991828610319,8,0.0561199,0.0648179,0.0425605,0.4799517
198,126.5698601,203.108754444561,0.499999027248024,0.0440601458005123,8,0.0512502,0.0582821,0.0382714,0.4679556
199,127.2040935,203.105970634419,0.499999042737984,0.0446882413892976,8,0.049027,0.0633885,0.0367195,0.4765304
200,127.8524807,203.103167106109,0.499999048354115,0.0456278057374582,8,0.0502659,0.0684939,0.0427723,0.4770276
201,128.5785231,193.894409840808,0.504480953781296,0.0457042785265852,16,0.0576669,0.0723598,0.0453151,0.5405129
202,129.1814886,195.952648408123,0.49860427967409,0.184672855776929,16,0.0508124,0.0701176,0.0381458,0.4362502
203,129.7923056,196.12497791863,0.498846463174468,0.193415411886134,16,0.0606903,0.0715767,0.0477845,0.4186451
204,130.4070825,196.649822729641,0.498159427022029,0.194423097937213,16,0.0476185,0.0653194,0.0373875,0.4570131
205,131.0436663,197.271413968115,0.497281038769931,0.197900076437398,16,0.0490278,0.0622801,0.0395563,0.4741916
206,131.6818242,196.743298368799,0.497731848360739,0.194396166614187,16,0.0500365,0.0676666,0.037465,0.4729101
207,132.3613041,196.272587988603,0.498651237521302,0.189394769856012,16,0.0504101,0.0676027,0.0381557,0.5123652
208,133.0630341,195.827158452678,0.499033922413089,0.165889531639725,16,0.0493238,0.0641637,0.0386567,0.5386616
209,133.690864,195.483608022156,0.49984660983889,0.0995944077026717,16,0.0493319,0.0694812,0.0368151,0.4641591
210,134.47525,195.431126081633,0.499976998432561,0.0678383873535984,16,0.0519167,0.0690391,0.0442644,0.6093458
211,135.2624271,195.422475269601,0.499990101356913,0.092018392949338,16,0.0579247,0.0792455,0.050181,0.5872757
212,135.9552378,195.41787484209,0.499991676591959,0.0662371218310759,16,0.0595184,0.0837324,0.0434265,0.4944187
213,136.6044557,195.413614909651,0.499992920262498,0.0589516488868471,16,0.0493036,0.0649397,0.0360311,0.4915636
214,137.2864157,195.409792565369,0.499993937587879,0.0603729844152917,16,0.0541475,0.0668637,0.0384867,0.5137585
215,138.0213748,195.406353162934,0.499994645332128,0.0628193451436382,16,0.0515432,0.0634157,0.0360911,0.5757267
216,138.7140984,195.403085222222,0.499995249454714,0.0573162656889563,16,0.0660027,0.0685506,0.0445783,0.5040041
217,139.3112784,195.39989241887,0.499995669488722,0.0547598957765857,16,0.0454373,0.0613292,0.0407315,0.4383383
218,139.9663566,195.396789055691,0.499996030337191,0.0518745555695042,16,0.0497495,0.0683716,0.0400504,0.4864823
219,140.5708021,195.393866998832,0.499995977985063,0.0512312884372543,16,0.0495275,0.0662302,0.0380067,0.4425405
220,141.2039229,195.391545521038,0.499994778260281,0.0523721120941095,16,0.0513546,0.0648994,0.0398091,0.4649592
221,141.8196998,195.389473679331,0.499992222410296,0.0529999392534916,16,0.0536833,0.0685999,0.0403758,0.445767
222,142.4557411,195.388004094095,0.499988864394985,0.0539606157602787,16,0.0467085,0.0635456,0.038997,0.4787063
223,143.0472995,195.383974979911,0.499992182179771,0.0538575008817515,16,0.0495448,0.065522,0.0360569,0.4325606
224,143.6693104,195.380696931068,0.499994220379544,0.0561555076589048,16,0.049866,0.0653453,0.0356682,0.4633983
225,144.3054634,195.379431954864,0.499993071667382,0.0565839700416334,16,0.0485164,0.0673146,0.0347837,0.478138
226,144.9611455,195.38511600336,0.499977693270476,0.106867016737581,16,0.0518098,0.0724223,0.043085,0.4800648
227,145.6356495,195.398026978258,0.499943842971665,0.120379182503355,16,0.0484132,0.0644424,0.039714,0.5141387
228,146.2838093,195.400551481955,0.49992641697411,0.155488990438822,16,0.0479269,0.0637236,0.0358052,0.4932539
229,147.0163943,195.385914161098,0.499951705665507,0.108887282339204,16,0.05963,0.0663741,0.0421724,0.5537248
230,147.7686336,195.369830288896,0.499984105044491,0.076054700806572,16,0.0562057,0.0682371,0.047033,0.5722647
231,148.5011208,195.363016300341,0.499997179162367,0.0501342274996757,16,0.0549425,0.0731685,0.0430519,0.5519674
232,149.2988807,195.360083785067,0.499998927945512,0.0487738549391575,16,0.0475451,0.0623168,0.0377329,0.6427089
233,150.0841583,195.357711612712,0.499998943920383,0.0474892007369584,16,0.0542396,0.0734951,0.0420294,0.6070087
234,150.7757921,195.355302032321,0.499998946612313,0.0439917412740198,16,0.0527328,0.0658568,0.0398559,0.5229927
235,151.4318887,195.35288556013,0.499998976585872,0.0474487672319887,16,0.0558158,0.0648795,0.0412455,0.4856158
236,152.0631812,195.350454722484,0.499998988631851,0.0450594293555941,16,0.0506755,0.0644044,0.037075,0.4709439
237,152.7228121,195.348040428649,0.499998967872618,0.0456059189999046,16,0.0517848,0.0677724,0.0406506,0.4917778
238,153.3750127,195.345602092243,0.49999895434377,0.051032311972666,16,0.0480999,0.060129,0.034163,0.5019881
239,154.0115224,195.343146756503,0.499998923753559,0.0555120379007195,16,0.0512112,0.0667988,0.0405723,0.4680104
240,154.6514655,195.340766977121,0.499998983491566,0.0516187876658538,16,0.052998,0.0738734,0.0407008,0.4628779
241,155.2822796,195.338413020745,0.499998993697834,0.0410846640056623,16,0.0526028,0.0640489,0.0386295,0.4678477
242,155.9899321,195.336066842037,0.499998964754625,0.0415369857905693,16,0.0654287,0.0783211,0.0523987,0.4984164
243,156.6942108,195.333773221196,0.499998792924891,0.0453727734439729,16,0.0537633,0.0708791,0.0424887,0.5284481
244,157.3114659,195.331548854116,0.499998532063885,0.0523094329324124,16,0.0504688,0.0658867,0.0400737,0.452327
